wav,txt2,phone2
chinese005162,他 的 喜 怒 哀 乐 通 常 都 是 跟 做 学 问 联 系 在 一 起 的 。,ta1 de5 xi3 nu4 ai1 le4 tong1 chang2 dou1 shi4 gen1 zuo4 xue2 wen4 lian2 xi4 zai4 yi4 qi3 de5 。
chinese005163,目 前 杨 晓 霞 的 病 情 已 明 显 好 转 ， 感 染 得 到 控 制 。,mu4 qian2 yang2 xiao3 xia2 de5 bing4 qing2 yi3 ming2 xian3 hao2 zhuan3 ， gan2 ran3 de2 dao4 kong4 zhi4 。
chinese005164,打 小 就 缺 少 父 爱 的 他 ， 性 格 倔 强 ， 仇 恨 心 极 强 。,da2 xiao3 jiu4 que1 shao3 fu4 ai4 de5 ta1 ， xing4 ge2 jue2 jiang4 ， chou2 hen4 xin1 ji2 qiang2 。
chinese005165,口 渴 得 实 在 受 不 了 ， 就 用 手 巾 沾 点 水 把 嘴 唇 弄 湿 。,kou2 ke3 de5 shi2 zai4 shou4 bu5 liao3 ， jiu4 yong4 shou3 jin1 zhan1 dian2 shui3 ba2 zui3 chun2 nong4 shi1 。
chinese005166,晋 升 上 将 军 衔 的 魏 凤 和 军 容 严 整 、 精 神 抖 擞 地 站 在 主 席 台 前 。,jin4 sheng1 shang4 jiang4 jun1 xian2 de5 wei4 feng4 he2 jun1 rong2 yan2 zheng3 、 jing1 shen2 dou2 sou3 de5 zhan4 zai4 zhu3 xi2 tai2 qian2 。
chinese005167,同 时 氧 气 也 促 进 了 面 筋 的 形 成 ， 让 面 点 口 感 更 好 。,tong2 shi2 yang3 qi4 ye3 cu4 jin4 le5 mian4 jin1 de5 xing2 cheng2 ， rang4 mian4 dian3 kou2 gan3 geng4 hao3 。
chinese005168,伊 朗 始 终 否 认 秘 密 研 制 核 武 器 的 指 控 。,yi1 lang2 shi3 zhong1 fou3 ren4 mi4 mi4 yan2 zhi4 he2 wu3 qi4 de5 zhi3 kong4 。
chinese005169,得 嘞 ， 我 们 算 体 验 红 军 过 草 地 了 。,de2 lei5 ， wo3 men5 suan4 ti3 yan4 hong2 jun1 guo4 cao3 di4 le5 。
chinese005170,该 车 无 线 路 牌 ， 系 非 法 运 营 车 辆 。,gai1 che1 wu2 xian4 lu4 pai2 ， xi4 fei1 fa3 yun4 ying2 che1 liang4 。
chinese005171,可 刚 眨 了 一 眼 ， 那 就 成 了 一 场 梦 。,ke3 gang1 zha3 le5 yi4 yan3 ， na4 jiu4 cheng2 le5 yi4 chang3 meng4 。
chinese005172,不 过 ， 不 要 把 这 个 符 号 往 歪 里 想 。,bu2 guo4 ， bu2 yao4 ba3 zhe4 ge5 fu2 hao4 wang3 wai1 li2 xiang3 。
chinese005173,贫 穷 意 味 着 无 能 、 懒 惰 、 耻 辱 和 失 败 。,pin2 qiong2 yi4 wei4 zhe5 wu2 neng2 、 lan3 duo4 、 chi2 ru3 he2 shi1 bai4 。
chinese005174,终 审 裁 定 后 ， 两 兄 弟 被 执 行 枪 决 。,zhong1 shen3 cai2 ding4 hou4 ， liang3 xiong1 di4 bei4 zhi2 xing2 qiang1 jue2 。
chinese005175,津 巴 布 韦 央 行 稍 早 发 行 的 大 面 额 钞 票 ， 流 通 到 年 底 。,jin1 ba1 bu4 wei2 yang1 hang2 shao1 zao3 fa1 xing2 de5 da4 mian4 e2 chao1 piao4 ， liu2 tong1 dao4 nian2 di3 。
chinese005176,为 了 提 高 “ 战 斗 力 ” ， 团 伙 成 员 还 经 常 “ 演 习 ” 。,wei4 le5 ti2 gao1 “ zhan4 dou4 li4 ” tuan2 huo3 ， cheng2 yuan2 hai2 jing1 chang2 yan3 “ xi2 ” 。
chinese005177,这 个 在 水 中 溺 死 的 小 偷 本 来 会 游 泳 ， 而 那 个 水 塘 也 不 大 。,zhe4 ge5 zai4 shui3 zhong1 ni4 si3 de5 xiao3 tou1 ben3 lai2 hui4 you2 yong3 ， er2 na4 ge5 shui3 tang2 ye3 bu2 da4 。
chinese005178,下 个 礼 拜 我 不 跑 了 。,xia4 ge5 li3 bai4 wo3 bu4 pao3 le5 。
chinese005179,就 算 没 人 喝 多 ， 当 一 般 的 汤 喝 喝 也 不 错 哦 。,jiu4 suan4 mei2 ren2 he1 duo1 ， dang4 yi4 ban1 de5 tang1 he1 he5 ye3 bu2 cuo4 o5 。
chinese005180,我 昨 晚 也 失 眠 了 ！ 现 在 好 困 却 不 想 睡 。,wo3 zuo2 wan2 ye3 shi1 mian2 le5 ！ xian4 zai4 hao3 kun4 que4 bu4 xiang3 shui4 。
chinese005181,家 中 兄 弟 姐 妹 八 个 ， 他 是 老 幺 。,jia1 zhong1 xiong1 di4 jie3 mei4 ba1 ge5 ， ta1 shi4 lao3 yao1 。
chinese005182,此 前 的 女 排 大 奖 赛 ， 中 国 队 一 胜 四 负 仅 获 第 四 。,ci3 qian2 de5 nv3 pai2 da4 jiang3 sai4 ， zhong1 guo2 dui4 yi2 sheng4 si4 fu4 jin3 huo4 di4 si4 。
chinese005183,细 致 到 五 官 甚 至 眉 毛 。,xi4 zhi4 dao4 wu3 guan1 shen4 zhi4 mei2 mao5 。
chinese005184,中 华 骨 髓 库 不 留 分 文 。,zhong1 hua2 gu2 sui3 ku4 bu4 liu2 fen1 wen2 。
chinese005185,之 后 张 家 人 从 小 区 物 业 得 知 ， 司 机 躲 在 单 元 门 里 过 了 半 宿 。,zhi1 hou4 zhang1 jia1 ren2 cong2 xiao3 qu1 wu4 ye4 de2 zhi1 ， si1 ji1 duo3 zai4 dan1 yuan2 men2 li3 guo4 le5 ban4 xiu3 。
chinese005186,从 前 有 个 捉 迷 藏 社 团 ， 他 们 团 长 到 现 在 还 没 被 找 到 呢 。,cong2 qian2 you3 ge5 zhuo1 mi2 cang2 she4 tuan2 ， ta1 men5 tuan2 zhang3 dao4 xian4 zai4 hai2 mei2 bei4 zhao3 dao4 ne5 。
chinese005187,事 后 警 方 证 实 ， 该 案 系 纵 火 案 。,shi4 hou4 jing3 fang1 zheng4 shi2 ， gai1 an4 xi4 zong4 huo3 an4 。
chinese005188,当 天 葛 泽 宁 被 公 安 机 关 抓 获 。,dang4 tian1 ge3 ze2 ning2 bei4 gong1 an1 ji1 guan1 zhua1 huo4 。
chinese005189,四 是 旅 馆 业 上 传 信 息 不 规 范 。,si4 shi4 lv2 guan3 ye4 shang4 chuan2 xin4 xi1 bu4 gui1 fan4 。
chinese005190,俗 话 说 的 好 ， 上 梁 不 正 下 梁 歪 。,su2 hua4 shuo1 de5 hao3 ， shang4 liang2 bu2 zheng4 xia4 liang2 wai1 。
chinese005191,并 且 ， 用 卡 比 用 现 金 方 便 多 了 。,bing4 qie3 ， yong4 ka2 bi3 yong4 xian4 jin1 fang1 bian4 duo1 le5 。
chinese005192,不 依 葫 芦 画 瓢 就 是 好 干 部 吗 ？,bu4 yi1 hu2 lu5 hua4 piao2 jiu4 shi4 hao3 gan4 bu5 ma5 ？
chinese005193,孔 子 学 院 总 部 设 在 国 家 汉 办 。,kong2 zi3 xue2 yuan4 zong3 bu4 she4 zai4 guo2 jia1 han4 ban4 。
chinese005194,所 以 ， 一 嗨 还 是 决 定 每 年 按 照 自 己 预 测 的 速 度 来 扩 张 。,suo2 yi3 ， yi4 hai1 hai2 shi4 jue2 ding4 mei3 nian2 an4 zhao4 zi4 ji3 yu4 ce4 de5 su4 du4 lai2 kuo4 zhang1 。
chinese005195,警 方 初 步 调 查 ， 夫 妻 俩 死 于 一 氧 化 碳 中 毒 。,jing3 fang1 chu1 bu4 diao4 cha2 ， fu1 qi1 lia2 si3 yu2 yi1 yang3 hua4 tan4 zhong4 du2 。
chinese005196,阿 罗 约 执 政 期 间 ， 一 直 没 能 同 各 种 腐 败 嫌 疑 撇 清 关 系 。,a1 luo2 yue1 zhi2 zheng4 qi1 jian1 ， yi4 zhi2 mei2 neng2 tong2 ge4 zhong2 fu3 bai4 xian2 yi2 pie3 qing1 guan1 xi4 。
chinese005197,不 久 韩 寒 也 给 我 打 来 电 话 ， 告 诉 我 他 休 学 的 事 。,bu4 jiu3 han2 han2 ye3 gei2 wo2 da3 lai2 dian4 hua4 ， gao4 su4 wo3 ta1 xiu1 xue2 de5 shi4 。
chinese005198,老 丈 人 笑 了 笑 说 ： 正 好 我 们 四 个 打 扑 克 ， 你 去 陪 她 们 包 饺 子 吧 。,lao3 zhang4 ren2 xiao4 le5 xiao4 shuo1 ： zheng4 hao2 wo3 men5 si4 ge5 da3 pu1 ke4 ni3 ， qu4 pei2 ta1 men5 bao1 jiao3 zi5 ba5 。
chinese005199,有 人 问 话 时 ， 她 总 是 先 咧 开 嘴 乐 ， 露 出 可 爱 的 豁 牙 子 。,you3 ren2 wen4 hua4 shi2 ， ta1 zong3 shi4 xian1 lie3 kai1 zui3 le4 ， lou4 chu1 ke3 ai4 de5 huo1 ya2 zi5 。
chinese005200,就 将 军 军 带 至 沣 峪 口 一 农 家 乐 ， 途 中 强 强 乘 机 逃 脱 。,jiu4 jiang1 jun1 jun1 dai4 zhi4 feng1 yu4 kou3 yi4 nong2 jia1 le4 ， tu2 zhong1 qiang2 qiang5 cheng2 ji1 tao2 tuo1 。
chinese005201,二 月 入 院 接 受 治 疗 ， 将 血 液 内 的 毒 素 清 除 。,er4 yue4 ru4 yuan4 jie1 shou4 zhi4 liao2 ， jiang1 xue4 ye4 nei4 de5 du2 su4 qing1 chu2 。
chinese005202,并 不 是 每 一 餐 都 必 须 达 到 热 量 要 求 。,bing4 bu2 shi4 mei3 yi4 can1 dou1 bi4 xu1 da2 dao4 re4 liang4 yao1 qiu2 。
chinese005203,但 是 有 广 西 “ 十 不 准 ” 原 则 ， 禁 止 公 布 状 元 名 单 。,dan4 shi4 you2 guang3 xi1 “ shi2 bu4 zhun3 ” yuan2 ze2 jin4 zhi3 ， gong1 bu4 zhuang4 yuan2 ming2 dan1 。
chinese005204,老 师 ， 能 躺 着 的 话 ， 谁 愿 意 趴 着 睡 呀 … 结 果 同 桌 提 前 回 家 睡 觉 了 。,lao3 shi1 ， neng2 tang3 zhe5 de5 hua4 ， shui2 yuan4 yi4 pa1 zhe5 shui4 ya5 jie2 guo3 tong2 zhuo1 ti2 qian2 hui2 jia1 shui4 jiao4 le5 。
chinese005205,对 于 生 儿 育 女 ， 雪 儿 表 示 希 望 享 受 二 人 世 界 ， 稍 后 才 作 考 虑 。,dui4 yu2 sheng1 er2 yu4 nv3 ， xue3 er2 biao3 shi4 xi1 wang4 xiang3 shou4 er4 ren2 shi4 jie4 ， shao1 hou4 cai2 zuo4 kao3 lv4 。
chinese005206,继 续 做 好 清 史 纂 修 工 作 。,ji4 xu4 zuo4 hao3 qing1 shi2 zuan3 xiu1 gong1 zuo4 。
chinese005207,目 前 该 模 型 展 示 在 斯 塔 万 格 大 学 考 古 博 物 馆 内 。,mu4 qian2 gai1 mo2 xing2 zhan3 shi4 zai4 si1 ta3 wan4 ge2 da4 xue2 kao2 gu3 bo2 wu4 guan3 nei4 。
chinese005208,不 过 订 单 已 经 滚 滚 而 来 ， 不 少 韩 商 一 张 口 就 要 采 购 几 千 吨 。,bu2 guo4 ding4 dan1 yi3 jing1 gun2 gun3 er2 lai2 ， bu4 shao3 han2 shang1 yi4 zhang1 kou3 jiu4 yao4 cai3 gou4 ji3 qian1 dun1 。
chinese005209,其 时 ， 谷 得 仓 正 和 村 治 保 主 任 谷 建 一 块 儿 喝 酒 。,qi2 shi2 ， gu3 de2 cang1 zheng4 he2 cun1 zhi4 bao2 zhu3 ren4 gu3 jian4 yi2 kuair4 he1 jiu3 。
chinese005210,两 个 孩 子 也 有 顽 皮 、 不 听 话 的 时 候 ， 想 要 翻 栅 栏 出 去 玩 。,liang3 ge5 hai2 zi5 ye2 you3 wan2 pi2 、 bu4 ting1 hua4 de5 shi2 hou4 xiang3 ， yao4 fan1 zha4 lan5 chu1 qu4 wan2 。
chinese005211,直 到 大 傻 咬 断 野 猪 的 气 管 ， 野 猪 不 动 弹 了 ， 它 才 松 口 。,zhi2 dao4 da4 sha2 yao3 duan4 ye3 zhu1 de5 qi4 guan3 ， ye3 zhu1 bu2 dong4 tan5 le5 ， ta1 cai2 song1 kou3 。
chinese005212,陈 氏 说 ， 他 还 没 有 与 绑 匪 直 接 谈 话 。,chen2 shi4 shuo1 ， ta1 hai2 mei2 you2 yu3 bang2 fei3 zhi2 jie1 tan2 hua4 。
chinese005213,秦 法 友 是 孤 寡 老 人 ， 一 生 未 婚 无 子 女 。,qin2 fa2 you3 shi4 gu1 gua2 lao3 ren2 ， yi4 sheng1 wei4 hun1 wu2 zi2 nv3 。
chinese005214,他 说 这 些 “ 笑 话 ” 令 他 有 些 悔 不 当 初 。,ta1 shuo1 zhe4 xie1 “ xiao4 hua5 ” ling4 ta1 you3 xie1 hui3 bu4 dang1 chu1 。
chinese005215,据 说 是 由 白 静 母 亲 或 姥 姥 居 住 。,ju4 shuo1 shi4 you2 bai2 jing4 mu3 qin1 huo4 lao3 lao5 ju1 zhu4 。
chinese005216,雪 后 的 北 京 空 气 清 新 了 许 多 ， 踏 雪 赏 景 者 络 绎 不 绝 。,xue3 hou4 de5 bei3 jing1 kong1 qi4 qing1 xin1 le5 xu3 duo1 ， ta4 xue3 shang2 jing2 zhe3 luo4 yi4 bu4 jue2 。
chinese005217,当 时 文 强 还 说 ， 准 备 找 冉 谈 话 ， “ 嚷 他 下 去 了 ” 。,dang1 shi2 wen2 qiang2 hai2 shuo1 ， zhun3 bei4 zhao2 ran3 tan2 hua4 ， “ rang3 ta1 xia4 qu4 le5 ” 。
chinese005218,想 什 么 美 事 儿 呢 ， 敢 考 核 不 过 ， 看 我 不 抽 死 你 ！,xiang3 shen2 me5 mei3 shir4 ne5 gan2 ， kao3 he2 bu2 guo4 kan4 ， wo3 bu4 chou1 si2 ni3 ！
chinese005219,而 在 本 月 投 放 量 持 续 减 少 的 情 况 下 ， “ 僧 多 粥 少 ” 局 面 几 成 定 局 。,er2 zai4 ben3 yue4 tou2 fang4 liang4 chi2 xu4 jian2 shao3 de5 qing2 kuang4 xia4 ， “ seng1 duo1 zhou1 shao3 ” ju2 mian4 ji1 cheng2 ding4 ju2 。
chinese005220,在 科 室 里 ， 于 莺 是 攒 聚 会 的 主 儿 ， 时 常 给 大 家 找 找 乐 子 。,zai4 ke1 shi4 li3 ， yu2 ying1 shi4 zan3 ju4 hui4 de5 zhur3 shi2 ， chang2 gei3 da4 jia1 zhao2 zhao3 le4 zi5 。
chinese005221,我 与 她 何 曾 有 过 须 臾 的 分 离 呢 ？,wo2 yu3 ta1 he2 ceng2 you3 guo4 xu1 yu2 de5 fen1 li2 ne5 ？
chinese005222,不 ， 我 是 说 你 土 ， 就 像 秦 岭 兵 马 俑 。,bu4 ， wo3 shi4 shuo1 ni2 tu3 ， jiu4 xiang4 qin2 ling3 bing1 ma2 yong3 。
chinese005223,茫 茫 沙 漠 淹 没 了 他 们 跋 涉 的 足 印 。,mang2 mang2 sha1 mo4 yan1 mo4 le5 ta1 men5 ba2 she4 de5 zu2 yin4 。
chinese005224,于 是 古 柯 桑 被 以 鲁 莽 驾 驶 的 罪 名 逮 捕 。,yu2 shi4 gu3 ke1 sang1 bei4 yi3 lu2 mang3 jia4 shi3 de5 zui4 ming2 dai4 bu3 。
chinese005225,首 日 股 价 表 现 根 据 市 场 买 卖 情 况 而 定 。,shou3 ri4 gu3 jia4 biao3 xian4 gen1 ju4 shi4 chang2 mai3 mai4 qing2 kuang4 er2 ding4 。
chinese005226,嫁 这 么 远 干 什 么 ， 麻 将 打 法 一 点 都 不 一 样 。,jia4 zhe4 me5 yuan3 gan4 shen2 me5 ， ma2 jiang4 da2 fa3 yi4 dian3 dou1 bu4 yi2 yang4 。
chinese005227,散 步 归 来 ， 我 们 到 下 榻 的 旅 馆 餐 厅 用 膳 。,san4 bu4 gui1 lai2 ， wo3 men5 dao4 xia4 ta4 de5 lv2 guan3 can1 ting1 yong4 shan4 。
chinese005228,我 想 回 学 校 扫 扫 墓 ， 那 里 埋 葬 了 我 十 几 年 的 青 春 ！,wo2 xiang3 hui2 xue2 xiao4 sao2 sao3 mu4 ， na4 li3 mai2 zang4 le5 wo3 shi2 ji3 nian2 de5 qing1 chun1 ！
chinese005229,我 很 懂 女 孩 子 ， 一 定 帮 你 撩 到 妹 子 。,wo3 hen2 dong2 nv3 hai2 zi5 ， yi2 ding4 bang1 ni3 liao2 dao4 mei4 zi5 。
chinese005230,经 鉴 定 ， 沙 麦 可 右 大 腿 软 组 织 挫 裂 伤 ， 为 轻 微 伤 。,jing1 jian4 ding4 ， sha1 mai4 ke3 you4 da4 tui3 ruan2 zu3 zhi1 cuo4 lie4 shang1 ， wei2 qing1 wei1 shang1 。
chinese005231,面 临 进 退 尴 尬 的 困 境 。,mian4 lin2 jin4 tui4 gan1 ga4 de5 kun4 jing4 。
chinese005232,听 说 多 跳 绳 还 能 长 个 儿 。,ting1 shuo1 duo1 tiao4 sheng2 hai2 neng2 zhang3 ger4 。
chinese005233,但 与 此 同 时 ， “ 扫 马 路 ” 的 工 作 竟 然 也 遭 “ 疯 抢 ” ， 就 不 免 让 人 惊 诧 。,dan4 yu2 ci3 tong2 shi2 ， “ sao2 ma3 lu4 ” de5 gong1 zuo4 jing4 ran2 ye3 zao1 feng1 “ qiang3 ” jiu4 bu4 mian3 rang4 ， ren2 jing1 cha4 。
chinese005234,生 活 中 葛 优 也 十 分 在 意 公 众 形 象 。,sheng1 huo2 zhong1 ge3 you1 ye3 shi2 fen1 zai4 yi4 gong1 zhong4 xing2 xiang4 。
chinese005235,作 为 全 国 人 大 代 表 ， 他 对 微 博 打 拐 非 常 关 注 。,zuo4 wei2 quan2 guo2 ren2 da4 dai4 biao3 ， ta1 dui4 wei1 bo2 da2 guai3 fei1 chang2 guan1 zhu4 。
chinese005236,此 次 重 庆 打 黑 审 判 ， 也 已 进 入 “ 扫 尾 ” 阶 段 。,ci3 ci4 chong2 qing4 da3 hei1 shen3 pan4 ， ye2 yi3 jin4 ru4 “ sao2 wei3 ” jie1 duan4 。
chinese005237,能 不 能 让 不 同 时 产 的 甲 鱼 卵 同 时 孵 化 出 壳 呢 ？,neng2 bu4 neng2 rang4 bu4 tong2 shi2 chan3 de5 jia3 yu2 luan3 tong2 shi2 fu1 hua4 chu1 ke2 ne5 ？
chinese005238,结 果 今 天 早 上 一 上 班 ， 萨 摩 耶 很 幽 怨 的 趴 在 那 ， 哈 士 奇 却 不 见 了 。,jie2 guo3 jin1 tian1 zao3 shang5 yi2 shang4 ban1 ， sa4 mo2 ye1 hen3 you1 yuan4 de5 pa1 zai4 na4 ， ha1 shi4 qi2 que4 bu2 jian4 le5 。
chinese005239,应 采 儿 ： 陈 小 春 与 应 采 儿 婚 后 收 敛 不 少 。,ying1 cai3 er2 ： chen2 xiao3 chun1 yu3 ying1 cai3 er2 hun1 hou4 shou1 lian3 bu4 shao3 。
chinese005240,黑 作 坊 一 关 门 就 连 空 心 胶 囊 也 买 不 到 了 ！,hei1 zuo1 fang5 yi4 guan1 men2 jiu4 lian2 kong1 xin1 jiao1 nang2 ye2 mai3 bu2 dao4 le5 ！
chinese005241,大 排 长 龙 的 出 城 车 辆 ， 塞 满 从 加 尔 维 斯 敦 到 休 士 顿 的 道 路 。,da4 pai2 chang2 long2 de5 chu1 cheng2 che1 liang4 ， sai1 man3 cong2 jia1 er3 wei2 si1 dun1 dao4 xiu1 shi4 dun4 de5 dao4 lu4 。
chinese005242,信 中 称 ， 经 常 看 到 图 书 馆 有 关 负 责 人 从 善 本 书 库 里 拎 包 。,xin4 zhong1 cheng1 ， jing1 chang2 kan4 dao4 tu2 shu1 guan2 you3 guan1 fu4 ze2 ren2 cong2 shan4 ben3 shu1 ku4 li3 lin1 bao1 。
chinese005243,女 孩 受 的 是 弥 漫 性 轴 索 损 伤 。,nv3 hai2 shou4 de5 shi4 mi2 man4 xing4 zhou2 suo2 sun3 shang1 。
chinese005244,言 辞 中 ， 杰 克 逊 不 时 爆 出 粗 口 。,yan2 ci2 zhong1 ， jie2 ke4 xun4 bu4 shi2 bao4 chu1 cu1 kou3 。
chinese005245,他 写 道 ， 这 次 行 程 全 长 二 点 三 三 七 一 万 公 里 。,ta1 xie3 dao4 ， zhe4 ci4 xing2 cheng2 quan2 chang2 er4 dian3 san1 san1 qi1 yi1 wan4 gong1 li3 。
chinese005246,遇 难 者 中 的 父 亲 在 瓦 尔 省 经 营 一 家 建 筑 公 司 。,yu4 nan4 zhe3 zhong1 de5 fu4 qin5 zai4 wa2 er2 sheng3 jing1 ying2 yi4 jia1 jian4 zhu4 gong1 si1 。
chinese005247,其 实 ， 面 板 同 行 也 在 持 续 强 化 中 小 尺 寸 业 务 。,qi2 shi2 ， mian4 ban3 tong2 hang2 ye3 zai4 chi2 xu4 qiang2 hua4 zhong1 xiao2 chi3 cun4 ye4 wu4 。
chinese005248,不 过 ， 黛 咪 听 闻 消 息 后 已 经 通 过 律 师 否 认 。,bu2 guo4 ， dai4 mi1 ting1 wen2 xiao1 xi5 hou4 yi3 jing1 tong1 guo4 lv4 shi1 fou3 ren4 。
chinese005249,食 物 替 代 的 规 律 是 普 遍 规 律 。,shi2 wu4 ti4 dai4 de5 gui1 lv4 shi4 pu3 bian4 gui1 lv4 。
chinese005250,这 些 杨 树 苗 普 遍 比 较 矮 小 ， 枝 干 很 细 。,zhe4 xie1 yang2 shu4 miao2 pu3 bian4 bi3 jiao4 ai2 xiao3 ， zhi1 gan4 hen3 xi4 。
chinese005251,王 宝 强 又 露 出 他 憨 厚 的 笑 容 。,wang2 bao3 qiang2 you4 lou4 chu1 ta1 han1 hou4 de5 xiao4 rong2 。
chinese005252,大 客 车 从 高 速 路 翻 落 山 沟 。,da4 ke4 che1 cong2 gao1 su4 lu4 fan1 luo4 shan1 gou1 。
chinese005253,一 是 加 强 内 部 队 伍 建 设 ， 夯 实 业 务 基 础 。,yi1 shi4 jia1 qiang2 nei4 bu4 dui4 wu3 jian4 she4 ， hang1 shi2 ye4 wu4 ji1 chu3 。
chinese005254,说 到 这 种 种 苦 处 ， 徐 天 觉 得 委 屈 无 尽 。,shuo1 dao4 zhe4 zhong2 zhong2 ku3 chu4 ， xu2 tian1 jue2 de5 wei3 qu1 wu2 jin4 。
chinese005255,有 些 星 星 伤 心 就 渐 渐 淡 出 粉 丝 群 了 。,you3 xie1 xing1 xing5 shang1 xin1 jiu4 jian4 jian4 dan4 chu1 fen3 si1 qun2 le5 。
chinese005256,我 现 在 耳 朵 里 还 老 觉 得 响 着 那 个 声 音 。,wo3 xian4 zai4 er3 duo5 li3 hai2 lao3 jue2 de5 xiang3 zhe5 na4 ge5 sheng1 yin1 。
chinese005257,我 一 般 一 个 月 去 上 海 一 次 ， 因 为 上 海 有 赛 道 。,wo3 yi4 ban1 yi2 ge5 yue4 qu4 shang4 hai3 yi2 ci4 ， yin1 wei4 shang4 hai2 you3 sai4 dao4 。
chinese005258,比 如 吃 苹 果 时 ， 一 口 咬 出 一 条 小 虫 子 ， 那 玩 意 儿 就 是 食 心 虫 。,bi3 ru2 chi1 ping2 guo3 shi2 ， yi4 kou2 yao3 chu1 yi4 tiao2 xiao3 chong2 zi5 ， na4 wan2 yir4 jiu4 shi4 shi2 xin1 chong2 。
chinese005259,如 果 用 盖 子 或 者 大 桶 ， 学 生 不 是 拧 不 开 ， 就 是 容 易 发 生 意 外 。,ru2 guo3 yong4 gai4 zi5 huo4 zhe3 da4 tong3 ， xue2 sheng1 bu2 shi4 ning3 bu4 kai1 ， jiu4 shi4 rong2 yi4 fa1 sheng1 yi4 wai4 。
chinese005260,即 使 身 体 不 舒 服 ， 头 昏 脑 胀 ， 也 得 咬 咬 牙 ， 爬 起 来 给 儿 子 烧 饭 。,ji2 shi3 shen1 ti3 bu4 shu1 fu5 ， tou2 hun1 nao3 zhang4 ， ye2 dei3 yao2 yao3 ya2 ， pa2 qi3 lai2 gei3 er2 zi5 shao1 fan4 。
chinese005261,清 湖 村 大 布 路 清 湖 商 业 广 场 ， 是 摩 托 仔 聚 集 搭 客 的 地 方 。,qing1 hu2 cun1 da4 bu4 lu4 qing1 hu2 shang1 ye4 guang2 chang3 ， shi4 mo2 tuo1 zai3 ju4 ji2 da1 ke4 de5 di4 fang5 。
chinese005262,允 许 看 ， 但 要 坚 决 地 试 。,yun2 xu3 kan4 ， dan4 yao4 jian1 jue2 de5 shi4 。
chinese005263,目 前 ， 龙 某 因 涉 嫌 挪 用 资 金 罪 被 依 法 刑 事 拘 留 。,mu4 qian2 ， long2 mou3 yin1 she4 xian2 nuo2 yong4 zi1 jin1 zui4 bei4 yi1 fa3 xing2 shi4 ju1 liu2 。
chinese005264,辛 格 为 何 要 拒 绝 布 什 的 热 情 邀 请 呢 ？,xin1 ge2 wei4 he2 yao4 ju4 jue2 bu4 shi2 de5 re4 qing2 yao1 qing3 ne5 ？
chinese005265,难 道 真 就 老 得 连 扫 把 也 拿 不 动 了 ？,nan2 dao4 zhen1 jiu4 lao3 de5 lian2 sao4 ba2 ye3 na2 bu5 dong4 le5 ？
chinese005266,韩 老 汉 曾 因 不 满 虎 子 偷 自 己 的 钱 还 打 骂 过 他 。,han2 lao3 han4 ceng2 yin1 bu4 man2 hu2 zi5 tou1 zi4 ji3 de5 qian2 hai2 da3 ma4 guo4 ta1 。
chinese005267,遭 亢 反 抗 时 ， 怕 被 人 听 到 就 用 扳 手 将 其 打 昏 。,zao1 kang4 fan3 kang4 shi2 ， pa4 bei4 ren2 ting1 dao4 jiu4 yong4 ban1 shou5 jiang1 qi2 da3 hun1 。
chinese005268,该 剧 取 材 于 某 部 学 雷 锋 标 兵 的 真 实 故 事 。,gai1 ju4 qu3 cai2 yu2 mou3 bu4 xue2 lei2 feng1 biao1 bing1 de5 zhen1 shi2 gu4 shi5 。
chinese005269,周 末 我 什 么 都 不 要 忙 了 ， 只 想 默 默 陪 着 你 。,zhou1 mo4 wo3 shen2 me5 dou1 bu2 yao4 mang2 le5 ， zhi2 xiang3 mo4 mo4 pei2 zhe5 ni3 。
chinese005270,有 关 部 门 的 事 先 处 理 算 得 上 妥 善 彻 底 吗 ？,you3 guan1 bu4 men2 de5 shi4 xian1 chu2 li3 suan4 de2 shang4 tuo3 shan4 che4 di3 ma5 ？
chinese005271,这 是 怕 我 跑 了 的 节 奏 吗 ？,zhe4 shi4 pa4 wo2 pao3 le5 de5 jie2 zou4 ma5 ？
chinese005272,他 可 能 刮 掉 了 标 志 性 的 胡 子 ， 患 上 哮 喘 或 者 胃 溃 疡 。,ta1 ke3 neng2 gua1 diao4 le5 biao1 zhi4 xing4 de5 hu2 zi5 ， huan4 shang4 xiao4 chuan3 huo4 zhe3 wei4 kui4 yang2 。
chinese005273,与 往 年 不 同 ， 洪 水 如 黄 河 般 夹 杂 着 大 量 泥 土 滚 滚 流 向 低 洼 处 。,yu2 wang3 nian2 bu4 tong2 ， hong2 shui3 ru2 huang2 he2 ban1 jia1 za2 zhe5 da4 liang4 ni2 tu3 gun2 gun3 liu2 xiang4 di1 wa1 chu4 。
chinese005274,前 几 年 女 儿 出 嫁 到 安 徽 蒙 城 县 ， 而 弟 兄 三 人 都 没 有 娶 媳 妇 。,qian2 ji3 nian2 nv3 er2 chu1 jia4 dao4 an1 hui1 meng2 cheng2 xian4 ， er2 di4 xiong1 san1 ren2 dou1 mei2 you2 qu3 xi2 fu4 。
chinese005275,本 是 很 单 纯 的 四 片 嘴 唇 碰 一 下 ， 不 足 以 说 明 什 么 。,ben3 shi4 hen3 dan1 chun2 de5 si4 pian4 zui3 chun2 peng4 yi2 xia4 ， bu4 zu2 yi3 shuo1 ming2 shen2 me5 。
